level $8614$ completed at 1645611958.9159381 sec, p/sec ratio: @1.5591605058317344@
level $8615$ completed at 1645611973.689966 sec, p/sec ratio: @2.1294024707875217@
level $8616$ completed at 1645611988.29513 sec, p/sec ratio: @2.160248374504118@
level $8617$ completed at 1645612004.426558 sec, p/sec ratio: @2.6276289538989164@
level $8618$ completed at 1645612023.642245 sec, p/sec ratio: @3.3776148421675978@
level $8619$ completed at 1645612039.036449 sec, p/sec ratio: @1.9425691463272867@
level $8620$ completed at 1645612058.259764 sec, p/sec ratio: @3.3300338499234954@
level $8621$ completed at 1645612080.5829859 sec, p/sec ratio: @4.5269905155225905@
level $8622$ completed at 1645612098.62781 sec, p/sec ratio: @2.4974215793241035@
level $8623$ completed at 1645612115.2657652 sec, p/sec ratio: @2.8766510441049786@
level $8624$ completed at 1645612134.798253 sec, p/sec ratio: @2.854088179543403@
level $8625$ completed at 1645612152.7910998 sec, p/sec ratio: @1.8673947523955705@
level $8626$ completed at 1645612167.964201 sec, p/sec ratio: @2.0209603191137924@
level $8627$ completed at 1645612189.4427981 sec, p/sec ratio: @4.020267357070135@
level $8628$ completed at 1645612209.0675688 sec, p/sec ratio: @3.28582769449699@
level $8629$ completed at 1645612224.418987 sec, p/sec ratio: @2.0099731634101032@
level $8630$ completed at 1645612245.222091 sec, p/sec ratio: @3.3488613694700007@
level $8631$ completed at 1645612262.397171 sec, p/sec ratio: @2.802268956230471@
level $8632$ completed at 1645612279.17794 sec, p/sec ratio: @2.3483595041650984@
level $8632$ **IS A REDO** at 1645612295.19004 sec, p/sec ratio: @2.5647553703474397@
level $8633$ completed at 1645612311.153779 sec, p/sec ratio: @2.189121861975032@
level $8634$ completed at 1645612326.340327 sec, p/sec ratio: @2.0795434275174327@
level $8635$ completed at 1645612341.117312 sec, p/sec ratio: @1.757810079937148@
level $8636$ completed at 1645612358.428726 sec, p/sec ratio: @2.8061489949662533@
level $8637$ completed at 1645612371.939494 sec, p/sec ratio: @1.6129296772227368@
level $8638$ completed at 1645612388.7701929 sec, p/sec ratio: @3.941975714033324@
level $8639$ completed at 1645612406.350722 sec, p/sec ratio: @2.735402909613775@
level $8640$ completed at 1645612422.822222 sec, p/sec ratio: @2.3934551677679625@
level $8641$ completed at 1645612447.3688939 sec, p/sec ratio: @4.193072108087933@
level $8642$ completed at 1645612465.913259 sec, p/sec ratio: @2.445524688018247@
level $8643$ completed at 1645612482.6915 sec, p/sec ratio: @2.5632090340281652@
level $8644$ completed at 1645612497.089277 sec, p/sec ratio: @1.788440227538045@
level $8645$ completed at 1645612513.716882 sec, p/sec ratio: @2.5964756129695448@
level $8646$ completed at 1645612531.410451 sec, p/sec ratio: @2.6985789598831085@
level $8647$ completed at 1645612553.755444 sec, p/sec ratio: @3.523762179688439@
level $8648$ completed at 1645612568.7981749 sec, p/sec ratio: @2.4654737456216984@
level $8649$ completed at 1645612585.535559 sec, p/sec ratio: @2.8579967295418878@
level $8650$ completed at 1645612604.667347 sec, p/sec ratio: @3.349850243018814@
level $8651$ completed at 1645612620.5070221 sec, p/sec ratio: @2.1767084067218567@
level $8652$ completed at 1645612639.2424629 sec, p/sec ratio: @3.1402538280012076@
level $8653$ completed at 1645612655.5916858 sec, p/sec ratio: @2.384639869243263@
level $8654$ completed at 1645612672.4245791 sec, p/sec ratio: @2.578793165609374@
level $8655$ completed at 1645612688.0131378 sec, p/sec ratio: @2.3844670959822345@
level $8656$ completed at 1645612704.671371 sec, p/sec ratio: @2.337723172564467@
level $8657$ completed at 1645612727.467511 sec, p/sec ratio: @3.488514535721492@
level $8658$ completed at 1645612745.710031 sec, p/sec ratio: @2.8744204802945497@
level $8659$ completed at 1645612764.061525 sec, p/sec ratio: @2.845913894466469@
level $8660$ completed at 1645612783.716817 sec, p/sec ratio: @3.268640852394192@
level $8661$ completed at 1645612798.829907 sec, p/sec ratio: @2.0827152350911584@
level $8662$ completed at 1645612820.949784 sec, p/sec ratio: @3.7003435847304043@
level $8663$ completed at 1645612843.911968 sec, p/sec ratio: @4.180918477128002@
level $8664$ completed at 1645612865.418015 sec, p/sec ratio: @4.502874999430824@
level $8665$ completed at 1645612887.3489652 sec, p/sec ratio: @3.5571168031758806@
level $8666$ completed at 1645612903.442558 sec, p/sec ratio: @2.2737142072498036@
level $8667$ completed at 1645612919.419971 sec, p/sec ratio: @2.325726065691212@
level $8668$ completed at 1645612941.496724 sec, p/sec ratio: @3.7203855075478836@
level $8669$ completed at 1645612960.0527291 sec, p/sec ratio: @2.8259564246558444@
level $8670$ completed at 1645612976.211187 sec, p/sec ratio: @2.2780410219639493@
level $8671$ completed at 1645612997.0844429 sec, p/sec ratio: @3.1141188746240687@
level $8671$ **IS A REDO** at 1645613017.280378 sec, p/sec ratio: @3.3191303120474296@
level $8672$ completed at 1645613031.253364 sec, p/sec ratio: @1.5243426183579114@
level $8673$ completed at 1645613050.348746 sec, p/sec ratio: @2.3580724846154513@
level $8674$ completed at 1645613066.509912 sec, p/sec ratio: @2.2849806202375214@
level $8675$ completed at 1645613085.1510432 sec, p/sec ratio: @3.150190365814344@
level $8676$ completed at 1645613099.127306 sec, p/sec ratio: @1.5300707579075234@
level $8677$ completed at 1645613112.851181 sec, p/sec ratio: @1.5535483450390433@
level $8678$ completed at 1645613129.7409532 sec, p/sec ratio: @2.881975235963557@
level $8678$ **IS A REDO** at 1645613145.927795 sec, p/sec ratio: @3.1199961659069855@
level $8679$ completed at 1645613167.7068758 sec, p/sec ratio: @3.9197936238139874@
level $8680$ completed at 1645613181.7863941 sec, p/sec ratio: @1.8372020263267013@
level $8681$ completed at 1645613196.246687 sec, p/sec ratio: @1.8066050329846766@
level $8682$ completed at 1645613219.188981 sec, p/sec ratio: @4.4148824188902465@
level $8683$ completed at 1645613243.1425269 sec, p/sec ratio: @3.8518449021656687@
level $8684$ completed at 1645613259.438844 sec, p/sec ratio: @1.9115220517057536@
level $8685$ completed at 1645613274.9544818 sec, p/sec ratio: @2.24430670182528@
level $8686$ completed at 1645613288.8399942 sec, p/sec ratio: @1.8781915727279352@
level $8687$ completed at 1645613310.4644532 sec, p/sec ratio: @3.948004460286758@
level $8688$ completed at 1645613323.803293 sec, p/sec ratio: @1.6012663280550152@
level $8689$ completed at 1645613347.019953 sec, p/sec ratio: @4.232235469173516@
level $8690$ completed at 1645613361.703412 sec, p/sec ratio: @1.742049468897303@
level $8691$ completed at 1645613377.260052 sec, p/sec ratio: @2.3850788702886785@
level $8692$ completed at 1645613393.017666 sec, p/sec ratio: @2.1918435501543314@
level $8693$ completed at 1645613407.3566358 sec, p/sec ratio: @2.4431411850740834@
level $8694$ completed at 1645613423.832331 sec, p/sec ratio: @2.3745044961476207@
level $8695$ completed at 1645613439.603581 sec, p/sec ratio: @2.329654059608945@
level $8696$ completed at 1645613453.858829 sec, p/sec ratio: @1.8120863178526994@
level $8697$ completed at 1645613472.496724 sec, p/sec ratio: @3.2581243295267672@
level $8698$ completed at 1645613490.767318 sec, p/sec ratio: @3.2085923455297927@
level $8699$ completed at 1645613509.472805 sec, p/sec ratio: @3.0131232769186886@
level $8700$ completed at 1645613530.766898 sec, p/sec ratio: @3.4284898143938825@
level $8701$ completed at 1645613554.5378041 sec, p/sec ratio: @3.82604778012034@
level $8702$ completed at 1645613577.8783302 sec, p/sec ratio: @4.316080040296958@
level $8703$ completed at 1645613593.5176709 sec, p/sec ratio: @2.5097001673346555@
level $8704$ completed at 1645613607.347645 sec, p/sec ratio: @1.8953426749035427@
level $8705$ completed at 1645613626.853547 sec, p/sec ratio: @3.1481296293910215@
level $8706$ completed at 1645613647.398916 sec, p/sec ratio: @3.618933258174333@
level $8707$ completed at 1645613670.917412 sec, p/sec ratio: @3.8938127845540613@
level $8708$ completed at 1645613685.091462 sec, p/sec ratio: @2.1561013449191226@
level $8709$ completed at 1645613705.515358 sec, p/sec ratio: @3.6414654165032867@
level $8710$ completed at 1645613720.89071 sec, p/sec ratio: @2.403472031882949@
level $8711$ completed at 1645613735.213664 sec, p/sec ratio: @1.7899625698211425@
level $8712$ completed at 1645613751.7204008 sec, p/sec ratio: @2.6296835388778943@
level $8713$ completed at 1645613770.629376 sec, p/sec ratio: @2.7447707544764244@
level $8714$ completed at 1645613793.795261 sec, p/sec ratio: @4.367526015930409@
level $8715$ completed at 1645613810.429644 sec, p/sec ratio: @2.6026894631359823@
level $8716$ completed at 1645613827.4879308 sec, p/sec ratio: @2.8192189491656836@
level $8717$ completed at 1645613845.705518 sec, p/sec ratio: @2.9068832568652847@
level $8718$ completed at 1645613868.275392 sec, p/sec ratio: @3.6185337632007815@
level $8719$ completed at 1645613887.617852 sec, p/sec ratio: @3.3534606803004365@
level $8720$ completed at 1645613902.680182 sec, p/sec ratio: @2.473392666522755@
level $8721$ completed at 1645613923.557659 sec, p/sec ratio: @2.8996807665553175@
level $8722$ completed at 1645613945.530642 sec, p/sec ratio: @3.643271659887803@
level $8723$ completed at 1645613959.5616682 sec, p/sec ratio: @2.2027231848837614@
level $8724$ completed at 1645613978.808744 sec, p/sec ratio: @3.9460103675558273@
level $8725$ completed at 1645613996.508561 sec, p/sec ratio: @3.0228523173375703@
level $8726$ completed at 1645614015.7447941 sec, p/sec ratio: @3.3545067158865165@
level $8726$ **IS A REDO** at 1645614033.947534 sec, p/sec ratio: @3.6763878896911995@
level $8727$ completed at 1645614048.24179 sec, p/sec ratio: @2.142314081963525@
level $8728$ completed at 1645614068.456678 sec, p/sec ratio: @2.9909416200940115@
level $8729$ completed at 1645614085.5324118 sec, p/sec ratio: @2.8216719736698916@
level $8730$ completed at 1645614102.447999 sec, p/sec ratio: @2.5760233941285335@
level $8730$ **IS A REDO** at 1645614119.253655 sec, p/sec ratio: @2.6867935123659707@
level $8731$ completed at 1645614133.929046 sec, p/sec ratio: @1.7650986021557784@
level $8732$ completed at 1645614153.137603 sec, p/sec ratio: @3.9478830334168564@
level $8733$ completed at 1645614168.207785 sec, p/sec ratio: @2.089133441599266@
level $8734$ completed at 1645614188.613933 sec, p/sec ratio: @2.974201581351234@
level $8735$ completed at 1645614202.1386318 sec, p/sec ratio: @1.706438225026028@
level $8736$ completed at 1645614216.129673 sec, p/sec ratio: @1.535216087781349@
level $8737$ completed at 1645614238.9413178 sec, p/sec ratio: @3.1816111383886625@
level $8738$ completed at 1645614259.017768 sec, p/sec ratio: @3.4304660313919744@
level $8739$ completed at 1645614275.523249 sec, p/sec ratio: @2.22021849785347@
level $8740$ completed at 1645614291.45347 sec, p/sec ratio: @2.750009692455246@
level $8741$ completed at 1645614314.535977 sec, p/sec ratio: @4.370085017207192@
level $8742$ completed at 1645614333.368795 sec, p/sec ratio: @2.936781012966642@
level $8743$ completed at 1645614349.227021 sec, p/sec ratio: @3.0316186847468476@
level $8744$ completed at 1645614372.828973 sec, p/sec ratio: @4.272594700197695@
level $8745$ completed at 1645614387.73724 sec, p/sec ratio: @2.0323439516496578@
level $8746$ completed at 1645614408.112542 sec, p/sec ratio: @3.6135006243907397@
level $8747$ completed at 1645614429.1788192 sec, p/sec ratio: @4.052177556020364@
level $8748$ completed at 1645614445.567382 sec, p/sec ratio: @2.64200207642347@
level $8749$ completed at 1645614465.597043 sec, p/sec ratio: @3.4491235313426136@
level $8750$ completed at 1645614481.858043 sec, p/sec ratio: @2.3929014594271716@
level $8751$ completed at 1645614497.7768629 sec, p/sec ratio: @3.0157956745707697@
level $8752$ completed at 1645614521.18209 sec, p/sec ratio: @4.302810305969495@
level $8753$ completed at 1645614542.548979 sec, p/sec ratio: @2.458319052674196@
level $8754$ completed at 1645614559.940981 sec, p/sec ratio: @2.7407073452285777@
level $8755$ completed at 1645614575.144951 sec, p/sec ratio: @2.071590946216991@
level $8756$ completed at 1645614591.795211 sec, p/sec ratio: @2.8892784798157733@
level $8757$ completed at 1645614614.831163 sec, p/sec ratio: @4.4325227058887995@
level $8758$ completed at 1645614629.2374568 sec, p/sec ratio: @1.7930332296282026@
level $8759$ completed at 1645614642.7023628 sec, p/sec ratio: @1.5874753212915829@
level $8760$ completed at 1645614665.2247522 sec, p/sec ratio: @4.512541735570828@
level $8761$ completed at 1645614685.519028 sec, p/sec ratio: @2.704524688766848@
level $8762$ completed at 1645614700.328372 sec, p/sec ratio: @2.1338243397712295@
level $8762$ **IS A REDO** at 1645614714.884586 sec, p/sec ratio: @2.2764928870834384@
level $8763$ completed at 1645614731.0867 sec, p/sec ratio: @2.4253175438910675@
level $8764$ completed at 1645614749.116974 sec, p/sec ratio: @2.651400669746669@
level $8765$ completed at 1645614768.0242822 sec, p/sec ratio: @3.1045449131909097@
level $8766$ completed at 1645614784.909054 sec, p/sec ratio: @2.5878347104421513@
level $8767$ completed at 1645614800.863899 sec, p/sec ratio: @2.7451805010685004@
level $8768$ completed at 1645614818.349579 sec, p/sec ratio: @3.0682864731803465@
level $8769$ completed at 1645614841.5256739 sec, p/sec ratio: @3.9454340300280415@
level $8770$ completed at 1645614855.137835 sec, p/sec ratio: @1.571718119258678@
level $8771$ completed at 1645614868.3775492 sec, p/sec ratio: @1.6055666839584546@
level $8772$ completed at 1645614885.147386 sec, p/sec ratio: @2.521701959317807@
level $8773$ completed at 1645614907.7076979 sec, p/sec ratio: @3.6196026632418623@
level $8774$ completed at 1645614925.879207 sec, p/sec ratio: @2.4965950564957335@
level $8774$ **IS A REDO** at 1645614941.852216 sec, p/sec ratio: @2.5519975204132836@
level $8775$ completed at 1645614957.38732 sec, p/sec ratio: @2.5440498174894834@
level $8776$ completed at 1645614979.4704409 sec, p/sec ratio: @3.691215078421456@
level $8777$ completed at 1645614999.706026 sec, p/sec ratio: @3.412498680847576@
level $8778$ completed at 1645615014.198657 sec, p/sec ratio: @1.777004248994735@
level $8779$ completed at 1645615031.675922 sec, p/sec ratio: @3.0529896239359164@
level $8780$ completed at 1645615047.9928682 sec, p/sec ratio: @2.5956657407258734@
level $8781$ completed at 1645615064.101335 sec, p/sec ratio: @2.4265068405905863@
level $8782$ completed at 1645615079.5439732 sec, p/sec ratio: @1.943518368021991@
level $8783$ completed at 1645615095.60346 sec, p/sec ratio: @2.2911579471341605@
level $8784$ completed at 1645615114.028994 sec, p/sec ratio: @2.8129792340507302@
level $8785$ completed at 1645615132.275893 sec, p/sec ratio: @2.5864776420929982@
level $8786$ completed at 1645615149.342397 sec, p/sec ratio: @2.7936541002840376@
level $8787$ completed at 1645615172.950156 sec, p/sec ratio: @4.24043155270527@
level $8788$ completed at 1645615189.882584 sec, p/sec ratio: @2.5335296062358346@
level $8789$ completed at 1645615210.143546 sec, p/sec ratio: @4.227305143856349@
level $8790$ completed at 1645615225.910913 sec, p/sec ratio: @2.182627437287964@
level $8791$ completed at 1645615242.2350872 sec, p/sec ratio: @2.5920952054341027@
level $8792$ completed at 1645615258.9715068 sec, p/sec ratio: @2.507688091212874@
level $8793$ completed at 1645615281.4535859 sec, p/sec ratio: @4.4804270415941305@
level $8794$ completed at 1645615296.0315552 sec, p/sec ratio: @1.7960320161158234@
level $8795$ completed at 1645615315.847975 sec, p/sec ratio: @3.756803186031445@
level $8796$ completed at 1645615333.723349 sec, p/sec ratio: @2.6413904773040455@
level $8797$ completed at 1645615347.066197 sec, p/sec ratio: @1.5877571955727472@
level $8798$ completed at 1645615360.54442 sec, p/sec ratio: @1.5618246976568162@
level $8799$ completed at 1645615381.2682729 sec, p/sec ratio: @3.092714461676491@
level $8800$ completed at 1645615399.14023 sec, p/sec ratio: @2.9599048433093693@
level $8800$ **IS A REDO** at 1645615416.394763 sec, p/sec ratio: @3.2324670581765824@
level $8801$ completed at 1645615433.5549061 sec, p/sec ratio: @2.0016145725235295@
level $8802$ completed at 1645615453.623036 sec, p/sec ratio: @3.4582177732020503@
level $8803$ completed at 1645615474.714252 sec, p/sec ratio: @3.78484904275832@
level $8804$ completed at 1645615494.453197 sec, p/sec ratio: @3.065166277305338@
level $8805$ completed at 1645615513.418201 sec, p/sec ratio: @3.4372321630242104@
level $8806$ completed at 1645615535.0534248 sec, p/sec ratio: @3.567412316583134@
level $8806$ **IS A REDO** at 1645615556.124875 sec, p/sec ratio: @3.8187509060714415@
level $8807$ completed at 1645615570.808296 sec, p/sec ratio: @2.147425416185455@
level $8808$ completed at 1645615590.916985 sec, p/sec ratio: @3.7300308462679737@
level $8809$ completed at 1645615604.158015 sec, p/sec ratio: @1.6193383702377175@
level $8810$ completed at 1645615626.663717 sec, p/sec ratio: @3.6354044807075137@
level $8811$ completed at 1645615642.365932 sec, p/sec ratio: @2.34850496371103@
level $8812$ completed at 1645615658.5100758 sec, p/sec ratio: @2.2839130671681582@
level $8813$ completed at 1645615676.2270179 sec, p/sec ratio: @2.958319564931431@
level $8814$ completed at 1645615699.352291 sec, p/sec ratio: @3.5562385391728997@
level $8815$ completed at 1645615722.746346 sec, p/sec ratio: @4.319276587264822@
level $8816$ completed at 1645615740.429159 sec, p/sec ratio: @2.6907020748237667@
level $8817$ completed at 1645615756.81043 sec, p/sec ratio: @1.853146402193715@
level $8818$ completed at 1645615778.755889 sec, p/sec ratio: @4.35918829295658@
level $8819$ completed at 1645615802.212393 sec, p/sec ratio: @3.7838960162585673@
level $8820$ completed at 1645615820.0443158 sec, p/sec ratio: @2.6490750962146468@
level $8821$ completed at 1645615835.0464299 sec, p/sec ratio: @2.3002859591888427@
level $8822$ completed at 1645615851.958734 sec, p/sec ratio: @2.822932431349246@
level $8823$ completed at 1645615870.7518249 sec, p/sec ratio: @2.9772181240526954@
level $8824$ completed at 1645615886.4671419 sec, p/sec ratio: @2.477559855820762@
level $8825$ completed at 1645615906.919706 sec, p/sec ratio: @3.364074460101548@
level $8826$ completed at 1645615926.519243 sec, p/sec ratio: @3.0492223980194817@
level $8827$ completed at 1645615948.8495018 sec, p/sec ratio: @4.0287073734252195@
level $8828$ completed at 1645615966.017049 sec, p/sec ratio: @3.100166128163277@
level $8829$ completed at 1645615981.290127 sec, p/sec ratio: @2.5693516844396886@
level $8830$ completed at 1645615997.721455 sec, p/sec ratio: @2.5647189020418066@
level $8831$ completed at 1645616011.316941 sec, p/sec ratio: @1.5638289780791477@
level $8832$ completed at 1645616029.663201 sec, p/sec ratio: @3.48416533372538@
level $8833$ completed at 1645616049.679661 sec, p/sec ratio: @3.048800375144805@
level $8834$ completed at 1645616067.5220811 sec, p/sec ratio: @2.6641836550988525@
level $8835$ completed at 1645616089.6230059 sec, p/sec ratio: @3.851635219296217@
level $8836$ completed at 1645616105.85906 sec, p/sec ratio: @2.6951639035060158@
level $8837$ completed at 1645616122.968309 sec, p/sec ratio: @2.552992098362809@
level $8838$ completed at 1645616137.101989 sec, p/sec ratio: @1.8285103365726727@
level $8839$ completed at 1645616156.054415 sec, p/sec ratio: @3.683797986937594@
level $8840$ completed at 1645616177.172414 sec, p/sec ratio: @3.6818512186962185@
level $8841$ completed at 1645616196.43893 sec, p/sec ratio: @3.906272762368755@
level $8842$ completed at 1645616215.193665 sec, p/sec ratio: @2.768754081368267@
level $8843$ completed at 1645616232.993587 sec, p/sec ratio: @2.988754556782001@
level $8844$ completed at 1645616255.1081889 sec, p/sec ratio: @4.605957166227697@
level $8845$ completed at 1645616272.8591099 sec, p/sec ratio: @2.3056491639741585@
level $8846$ completed at 1645616295.387583 sec, p/sec ratio: @3.782749899373271@
level $8847$ completed at 1645616314.447092 sec, p/sec ratio: @2.6394128823298026@
level $8848$ completed at 1645616330.65342 sec, p/sec ratio: @2.7039090939488735@
level $8849$ completed at 1645616348.6251562 sec, p/sec ratio: @1.8681681653836206@
level $8850$ completed at 1645616371.483124 sec, p/sec ratio: @4.419756752775778@
level $8851$ completed at 1645616396.253868 sec, p/sec ratio: @3.683011955619289@
level $8852$ completed at 1645616419.0073879 sec, p/sec ratio: @3.8556799545346925@
level $8853$ completed at 1645616436.902713 sec, p/sec ratio: @3.1394118330301857@
level $8854$ completed at 1645616456.637743 sec, p/sec ratio: @3.0746660084746127@
level $8855$ completed at 1645616477.898707 sec, p/sec ratio: @2.996342826441499@
level $8856$ completed at 1645616495.5014908 sec, p/sec ratio: @2.9556609610355284@
level $8857$ completed at 1645616513.855297 sec, p/sec ratio: @3.5003727308022112@
level $8858$ completed at 1645616533.253709 sec, p/sec ratio: @3.5717668195995667@
level $8859$ completed at 1645616554.292589 sec, p/sec ratio: @3.2411687892289938@
level $8860$ completed at 1645616575.067294 sec, p/sec ratio: @3.112277936995706@
level $8861$ completed at 1645616592.2877948 sec, p/sec ratio: @3.0972909820276566@
level $8862$ completed at 1645616611.4003708 sec, p/sec ratio: @3.9236763857690216@
level $8863$ completed at 1645616634.0200698 sec, p/sec ratio: @4.4672946977457695@
level $8863$ **IS A REDO** at 1645616655.6794088 sec, p/sec ratio: @4.856686516300043@
level $8864$ completed at 1645616671.9996002 sec, p/sec ratio: @2.3960405458583045@
level $8865$ completed at 1645616700.083377 sec, p/sec ratio: @4.319746253455992@
level $8866$ completed at 1645616716.691655 sec, p/sec ratio: @2.2509070653298178@
level $8867$ completed at 1645616730.0872672 sec, p/sec ratio: @1.6313178220136362@
level $8868$ completed at 1645616747.864644 sec, p/sec ratio: @2.7092943941427574@
level $8869$ completed at 1645616766.2332668 sec, p/sec ratio: @3.2373524518145347@
level $8870$ completed at 1645616782.758278 sec, p/sec ratio: @2.122035089561958@
level $8871$ completed at 1645616796.868255 sec, p/sec ratio: @1.8715290497784398@
level $8872$ completed at 1645616810.88683 sec, p/sec ratio: @1.544267353661604@
level $8873$ completed at 1645616825.242995 sec, p/sec ratio: @2.2456012552310134@
level $8874$ completed at 1645616840.905922 sec, p/sec ratio: @2.025505446261246@
level $8875$ completed at 1645616858.16871 sec, p/sec ratio: @3.1659757961205273@
level $8876$ completed at 1645616878.3542762 sec, p/sec ratio: @3.2500511248898594@
level $8877$ completed at 1645616901.935811 sec, p/sec ratio: @4.283644290622791@
level $8878$ completed at 1645616921.206197 sec, p/sec ratio: @3.3942001061467812@
level $8879$ completed at 1645616935.312169 sec, p/sec ratio: @1.8585521705767325@
level $8880$ completed at 1645616951.8749068 sec, p/sec ratio: @2.3930855720484856@
level $8881$ completed at 1645616972.247682 sec, p/sec ratio: @2.955247818492745@
level $8882$ completed at 1645616992.078401 sec, p/sec ratio: @2.820361772797983@
level $8883$ completed at 1645617006.291487 sec, p/sec ratio: @1.8216151901445972@
level $8884$ completed at 1645617021.555346 sec, p/sec ratio: @1.9793114831566891@
level $8885$ completed at 1645617042.7333791 sec, p/sec ratio: @4.023356945287779@
level $8886$ completed at 1645617066.003964 sec, p/sec ratio: @3.352793246331594@
level $8887$ completed at 1645617080.658616 sec, p/sec ratio: @2.0692071583640663@
level $8888$ completed at 1645617101.069067 sec, p/sec ratio: @3.3845114808107652@
level $8889$ completed at 1645617117.432619 sec, p/sec ratio: @2.939312030788959@
level $8890$ completed at 1645617133.966149 sec, p/sec ratio: @2.3594907664207097@
level $8891$ completed at 1645617149.5955799 sec, p/sec ratio: @2.2143826345854003@
level $8892$ completed at 1645617164.7982621 sec, p/sec ratio: @2.057371054288909@
level $8893$ completed at 1645617179.197578 sec, p/sec ratio: @1.7884279915791745@
level $8894$ completed at 1645617196.3699992 sec, p/sec ratio: @2.7783435186296064@
level $8895$ completed at 1645617209.927263 sec, p/sec ratio: @1.5699393664955694@
level $8896$ completed at 1645617227.8357189 sec, p/sec ratio: @3.599436496813244@
level $8896$ **IS A REDO** at 1645617245.30103 sec, p/sec ratio: @3.8720443462367182@
level $8897$ completed at 1645617266.381923 sec, p/sec ratio: @2.850069292978323@
level $8898$ completed at 1645617283.07342 sec, p/sec ratio: @2.3346618158500583@
level $8899$ completed at 1645617304.054622 sec, p/sec ratio: @4.086079979530215@
level $8900$ completed at 1645617326.447448 sec, p/sec ratio: @3.247264242145819@
level $8901$ completed at 1645617343.274483 sec, p/sec ratio: @2.5853570895828164@
level $8902$ completed at 1645617360.0058172 sec, p/sec ratio: @2.603248941688066@
level $8903$ completed at 1645617377.059731 sec, p/sec ratio: @2.5497530635668966@
level $8904$ completed at 1645617400.114157 sec, p/sec ratio: @4.400941200858647@
level $8905$ completed at 1645617420.6014552 sec, p/sec ratio: @3.3733121349347437@
level $8906$ completed at 1645617435.4859571 sec, p/sec ratio: @2.0344846686206957@
level $8906$ **IS A REDO** at 1645617449.856073 sec, p/sec ratio: @2.225211601073315@
level $8907$ completed at 1645617466.822044 sec, p/sec ratio: @2.826390944575543@
level $8908$ completed at 1645617487.600342 sec, p/sec ratio: @3.5875146615715203@
level $8909$ completed at 1645617504.715627 sec, p/sec ratio: @2.5327568921099006@
level $8910$ completed at 1645617524.113267 sec, p/sec ratio: @3.1212942055001855@
level $8911$ completed at 1645617540.492116 sec, p/sec ratio: @2.3817164321128157@
level $8912$ completed at 1645617555.145099 sec, p/sec ratio: @1.75857921793912@
level $8913$ completed at 1645617574.718276 sec, p/sec ratio: @2.458625767962615@
level $8914$ completed at 1645617590.3796759 sec, p/sec ratio: @2.7619543825580037@
level $8915$ completed at 1645617609.534384 sec, p/sec ratio: @3.4436228388286096@
level $8916$ completed at 1645617626.894125 sec, p/sec ratio: @3.1102010665721718@
level $8917$ completed at 1645617644.89225 sec, p/sec ratio: @2.9207088886135444@
level $8918$ completed at 1645617666.579536 sec, p/sec ratio: @4.730394520717017@
level $8919$ completed at 1645617683.178611 sec, p/sec ratio: @2.256420793112739@
level $8920$ completed at 1645617705.3686569 sec, p/sec ratio: @3.717773908182206@
level $8921$ completed at 1645617727.505406 sec, p/sec ratio: @4.353002046041102@
level $8922$ completed at 1645617748.521112 sec, p/sec ratio: @4.6432831706653745@
level $8923$ completed at 1645617769.7684212 sec, p/sec ratio: @3.688372800906813@
level $8924$ completed at 1645617784.972896 sec, p/sec ratio: @2.3109916807758197@
level $8925$ completed at 1645617800.3003762 sec, p/sec ratio: @2.4437102427221418@
level $8926$ completed at 1645617821.997449 sec, p/sec ratio: @3.8032905742293233@
level $8927$ completed at 1645617840.155124 sec, p/sec ratio: @2.909094198808405@
level $8928$ completed at 1645617857.76672 sec, p/sec ratio: @2.4992474944163536@
level $8929$ completed at 1645617881.903904 sec, p/sec ratio: @3.204162153267661@
level $8930$ completed at 1645617895.353117 sec, p/sec ratio: @1.5650630410881363@
level $8931$ completed at 1645617910.8664398 sec, p/sec ratio: @2.1956660463338857@
level $8932$ completed at 1645617926.770144 sec, p/sec ratio: @2.281841467375048@
level $8933$ completed at 1645617945.420375 sec, p/sec ratio: @3.101784908809898@
level $8934$ completed at 1645617959.020842 sec, p/sec ratio: @1.535271845351993@
level $8935$ completed at 1645617972.530758 sec, p/sec ratio: @1.5473559341355219@
level $8936$ completed at 1645617989.204538 sec, p/sec ratio: @2.8482678731223134@
level $8937$ completed at 1645618011.272168 sec, p/sec ratio: @3.8191241096519484@
level $8938$ completed at 1645618027.259286 sec, p/sec ratio: @1.8710813209669934@
level $8939$ completed at 1645618041.182059 sec, p/sec ratio: @1.8391808453156877@
level $8940$ completed at 1645618063.967655 sec, p/sec ratio: @4.422154450595201@
level $8941$ completed at 1645618082.3825028 sec, p/sec ratio: @3.7430344135199953@
level $8942$ completed at 1645618096.572957 sec, p/sec ratio: @1.8025425947969196@
level $8943$ completed at 1645618116.597395 sec, p/sec ratio: @3.4293734559637463@
level $8944$ completed at 1645618130.575181 sec, p/sec ratio: @1.8249878317251695@
level $8945$ completed at 1645618154.7818801 sec, p/sec ratio: @3.483458642023797@
level $8946$ completed at 1645618167.8337421 sec, p/sec ratio: @1.6371129762439798@
level $8947$ completed at 1645618184.805313 sec, p/sec ratio: @2.559104014357638@
level $8948$ completed at 1645618199.093962 sec, p/sec ratio: @1.8026224939604372@
level $8949$ completed at 1645618221.2347908 sec, p/sec ratio: @3.4947465534789535@
level $8950$ completed at 1645618237.332096 sec, p/sec ratio: @2.144550607325538@
